Cohort_Position,Holdout_Position,True_Family,Predicted_Family,Prediction_Correct,Confidence,ATTACK_Candidate_Count,ATTACK_Candidate_IDs,Highest_Evidence_Level,High_Evidence_Feature_Count,Medium_Evidence_Feature_Count,Total_Positive_SHAP,ATTACK_Positive_SHAP,ATTACK_Normalized_SHAP_Support,Direct_Detection_Claim,Causal_Claim,ATTACK_Ground_Truth,Analyst_Validation_Required
414,6005,CWS,Pysa,False,0.2615215480327606,2,T1055; T1620,HIGH_CANDIDATE,2,3,2.171371102333069,0.9784659296274185,0.4506212358523553,False,False,False,True
415,6209,CWS,Gator,False,0.13934755325317383,0,,CONTEXT_ONLY,0,0,1.2381522357463837,0.0,0.0,False,False,False,True
416,6227,CWS,CWS,True,0.20436985790729523,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,1.812343567609787,0.3068572133779526,0.16931514469006106,False,False,False,True
417,6291,CWS,Transponder,False,0.33837389945983887,2,T1055; T1620,HIGH_CANDIDATE,2,1,2.3232839293777943,0.6619070917367935,0.28490150659892044,False,False,False,True
418,6246,CWS,Transponder,False,0.35971200466156006,2,T1055; T1620,HIGH_CANDIDATE,2,3,2.5130537040531635,0.9954287856817245,0.3961032683369453,False,False,False,True
419,6129,CWS,Transponder,False,0.3541514575481415,2,T1055; T1620,HIGH_CANDIDATE,2,2,2.6113188043236732,0.6774555742740631,0.2594304353617684,False,False,False,True
420,6056,CWS,CWS,True,0.3253147006034851,2,T1014; T1620,MEDIUM_CANDIDATE,0,5,1.7090740948915482,0.6299984902143478,0.3686197644077715,False,False,False,True
421,6269,CWS,CWS,True,0.42244425415992737,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,2.3678506165742874,0.41536276787519455,0.17541764035609855,False,False,False,True
422,6028,CWS,CWS,True,0.4075884521007538,2,T1055; T1620,HIGH_CANDIDATE,1,2,2.6205257028341293,0.6079364866018295,0.23199027811264705,False,False,False,True
423,6286,CWS,CWS,True,0.33938562870025635,2,T1055; T1620,HIGH_CANDIDATE,1,1,2.4760857447981834,0.43271665275096893,0.17475834738761764,False,False,False,True
424,6009,CWS,Refroso,False,0.1534048169851303,1,T1620,MEDIUM_CANDIDATE,0,5,1.9054835550487041,0.39997077733278275,0.20990513209785192,False,False,False,True
425,6165,CWS,Ako,False,0.40959104895591736,3,T1014; T1055; T1620,HIGH_CANDIDATE,2,2,2.7176083847880363,1.3511103615164757,0.49716889640147965,False,False,False,True
426,6097,CWS,CWS,True,0.9746086597442627,2,T1055; T1620,HIGH_CANDIDATE,1,1,4.927075237035751,1.4120512008666992,0.2865901438347476,False,False,False,True
427,6030,CWS,Transponder,False,0.39410462975502014,3,T1014; T1055; T1620,HIGH_CANDIDATE,2,5,2.301970276981592,1.1163998283445835,0.48497577901328864,False,False,False,True
428,5996,CWS,TIBS,False,0.23448887467384338,1,T1620,MEDIUM_CANDIDATE,0,4,2.7951336354017258,1.0306137278676033,0.36871715713852804,False,False,False,True
429,6100,CWS,CWS,True,0.27033787965774536,1,T1620,MEDIUM_CANDIDATE,0,2,1.8665198870003223,0.13635209202766418,0.07305150776978603,False,False,False,True
430,6071,CWS,Gator,False,0.17566540837287903,2,T1014; T1620,MEDIUM_CANDIDATE,0,3,1.6165606044232845,0.31056511402130127,0.19211473616981828,False,False,False,True
431,6161,CWS,Transponder,False,0.289972186088562,1,T1014,MEDIUM_CANDIDATE,0,3,2.0811802595853806,0.5672529339790344,0.2725630955638818,False,False,False,True
432,6281,CWS,CWS,True,0.4672664403915405,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,3,2.6961525417864323,0.7258520387113094,0.2692177194953406,False,False,False,True
433,6171,CWS,Transponder,False,0.3979567289352417,2,T1055; T1620,HIGH_CANDIDATE,2,2,2.722637355327606,0.7984925955533981,0.29327908617389775,False,False,False,True
434,6223,CWS,Conti,False,0.21220482885837555,2,T1014; T1055,HIGH_CANDIDATE,1,1,1.7350312359631062,0.5163575485348701,0.2976070619548489,False,False,False,True
435,6134,CWS,CWS,True,0.35343706607818604,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,3,2.029469922184944,0.31060877442359924,0.1530492130128222,False,False,False,True
436,6232,CWS,CWS,True,0.3394465148448944,2,T1055; T1620,HIGH_CANDIDATE,1,1,2.41376581415534,0.40202944725751877,0.16655693974114996,False,False,False,True
437,6201,CWS,Reconyc,False,0.4235920310020447,3,T1014; T1055; T1620,HIGH_CANDIDATE,2,5,3.082342930138111,1.2003401517868042,0.3894245964815538,False,False,False,True
438,6115,CWS,Pysa,False,0.2468736320734024,2,T1014; T1620,MEDIUM_CANDIDATE,0,2,1.9017650708556175,0.25373532623052597,0.13342096251476984,False,False,False,True
439,6178,CWS,CWS,True,0.802635669708252,0,,CONTEXT_ONLY,0,0,3.8817487843334675,0.0,0.0,False,False,False,True
440,6181,CWS,Transponder,False,0.22871772944927216,1,T1620,MEDIUM_CANDIDATE,0,3,2.352994851768017,0.805387981235981,0.3422820838859127,False,False,False,True
441,6210,CWS,CWS,True,0.7787773013114929,2,T1014; T1620,MEDIUM_CANDIDATE,0,3,3.666445881128311,0.26962677389383316,0.073539002793315,False,False,False,True
442,6002,CWS,CWS,True,0.3460777997970581,2,T1055; T1620,HIGH_CANDIDATE,1,1,2.6950559690594673,0.4331120550632477,0.16070614489479307,False,False,False,True
443,6192,CWS,180solutions,False,0.17846322059631348,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,2,1.5354901626706123,0.197697464376688,0.12875202276310338,False,False,False,True
444,6283,CWS,CWS,True,0.5400626063346863,0,,CONTEXT_ONLY,0,0,2.452446796000004,0.0,0.0,False,False,False,True
445,6123,CWS,CWS,True,0.47807517647743225,1,T1620,MEDIUM_CANDIDATE,0,2,2.66696023195982,0.36992279440164566,0.13870577819970242,False,False,False,True
446,6202,CWS,Scar,False,0.5823536515235901,1,T1620,MEDIUM_CANDIDATE,0,3,2.764868777245283,0.7044181749224663,0.2547745414609868,False,False,False,True
447,6149,CWS,CWS,True,0.4419857859611511,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,1.8913739770650864,0.45052051544189453,0.23819748019425727,False,False,False,True
448,6063,CWS,Gator,False,0.554916501045227,2,T1055; T1620,HIGH_CANDIDATE,2,3,2.9573513977229595,0.968430295586586,0.3274654125756709,False,False,False,True
449,6203,CWS,Scar,False,0.3164682984352112,2,T1014; T1620,MEDIUM_CANDIDATE,0,5,2.015669086948037,0.37236313708126545,0.18473425994991446,False,False,False,True
450,6228,CWS,Refroso,False,0.12871506810188293,1,T1620,MEDIUM_CANDIDATE,0,1,2.3670228496193886,0.20692551136016846,0.08742015793951527,False,False,False,True
451,6033,CWS,Transponder,False,0.21313807368278503,1,T1620,MEDIUM_CANDIDATE,0,3,1.6966169737279415,0.21303452923893929,0.12556430386927162,False,False,False,True
452,6073,CWS,Gator,False,0.4189596176147461,1,T1620,MEDIUM_CANDIDATE,0,4,2.763578474521637,0.7719626203179359,0.2793344308601764,False,False,False,True
453,6174,CWS,Transponder,False,0.19911067187786102,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,1.6620557345449924,0.3982594795525074,0.2396186068101595,False,False,False,True
454,6277,CWS,CWS,True,0.9796510338783264,1,T1014,MEDIUM_CANDIDATE,0,2,4.415953986346722,0.18413810431957245,0.04169837477675084,False,False,False,True
455,6016,CWS,Transponder,False,0.4719751179218292,1,T1620,MEDIUM_CANDIDATE,0,3,2.789886452257633,0.8373490199446678,0.3001373117773549,False,False,False,True
456,6048,CWS,CWS,True,0.18138179183006287,2,T1014; T1620,MEDIUM_CANDIDATE,0,2,1.3387030474841595,0.1641554906964302,0.12262278106031772,False,False,False,True
457,6216,CWS,CWS,True,0.8585898876190186,1,T1620,MEDIUM_CANDIDATE,0,1,3.8202035762369633,0.0768258273601532,0.020110401403222962,False,False,False,True
458,6189,CWS,180solutions,False,0.4127275049686432,1,T1620,MEDIUM_CANDIDATE,0,3,2.5669345930218697,0.5657302364706993,0.2203913718754732,False,False,False,True
459,6052,CWS,CWS,True,0.3086179196834564,1,T1055,HIGH_CANDIDATE,1,0,2.2054596841335297,0.2979913353919983,0.13511529480035436,False,False,False,True
460,6240,CWS,Transponder,False,0.39224663376808167,2,T1055; T1620,HIGH_CANDIDATE,2,2,2.7411427721381187,0.7837919220328331,0.2859361905551047,False,False,False,True
461,6187,CWS,Transponder,False,0.5314423441886902,1,T1620,MEDIUM_CANDIDATE,0,3,3.077283050864935,0.8245725482702255,0.26795472975372286,False,False,False,True
462,6077,CWS,TIBS,False,0.4903072118759155,2,T1014; T1620,MEDIUM_CANDIDATE,0,5,3.5774374678730965,1.4312634989619255,0.4000806476186594,False,False,False,True
463,6182,CWS,Transponder,False,0.17123225331306458,1,T1620,MEDIUM_CANDIDATE,0,1,1.1627786662429571,0.0720912367105484,0.061999105077737364,False,False,False,True
464,6133,CWS,Scar,False,0.25620242953300476,1,T1620,MEDIUM_CANDIDATE,0,2,1.9294664096087217,0.46733151376247406,0.24220764426639832,False,False,False,True
465,6211,CWS,CWS,True,0.5194621682167053,2,T1014; T1620,MEDIUM_CANDIDATE,0,2,3.5320910960435867,0.15243341773748398,0.043156706209596274,False,False,False,True
466,6292,CWS,Transponder,False,0.46610385179519653,2,T1055; T1620,HIGH_CANDIDATE,2,2,2.6519096717238426,0.684575229883194,0.25814424872103353,False,False,False,True
467,5997,CWS,CWS,True,0.38200101256370544,1,T1620,MEDIUM_CANDIDATE,0,1,2.0471327751874924,0.14379075169563293,0.07024007110748517,False,False,False,True
468,6059,CWS,CWS,True,0.27823129296302795,1,T1620,MEDIUM_CANDIDATE,0,2,2.034000813961029,0.18262983858585358,0.08978847861432208,False,False,False,True
469,6090,CWS,Transponder,False,0.47795042395591736,3,T1014; T1055; T1620,HIGH_CANDIDATE,2,7,2.7168284505605698,1.3412288576364517,0.4936744744997472,False,False,False,True
470,6022,CWS,CWS,True,0.948104739189148,2,T1014; T1620,MEDIUM_CANDIDATE,0,2,4.1451109647750854,0.21789123117923737,0.05256583793072478,False,False,False,True
471,6051,CWS,CWS,True,0.20459751784801483,1,T1620,MEDIUM_CANDIDATE,0,3,1.3382219038903713,0.3006562069058418,0.2246684245952022,False,False,False,True
472,6234,CWS,Transponder,False,0.3918392062187195,3,T1014; T1055; T1620,HIGH_CANDIDATE,2,5,2.5470512434840202,1.1445368379354477,0.44935760160438576,False,False,False,True
473,6169,CWS,CWS,True,0.3630095422267914,2,T1055; T1620,HIGH_CANDIDATE,1,1,2.562911704182625,0.38233857601881027,0.1491813297332252,False,False,False,True
474,6011,CWS,180solutions,False,0.3378210961818695,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,1.7395532168447971,0.2672809027135372,0.15364916699607012,False,False,False,True
475,6267,CWS,Transponder,False,0.34856662154197693,1,T1620,MEDIUM_CANDIDATE,0,3,2.568558756262064,0.7397831752896309,0.288014892976874,False,False,False,True
476,6236,CWS,Transponder,False,0.624587893486023,3,T1014; T1055; T1620,HIGH_CANDIDATE,2,6,2.946409024298191,1.271787166595459,0.4316397201160445,False,False,False,True
477,6155,CWS,CWS,True,0.37857747077941895,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,2,2.2228499576449394,0.41021347790956497,0.18454393491505702,False,False,False,True
478,6275,CWS,CWS,True,0.34803852438926697,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,2,2.3299927338957787,0.4297894090414047,0.1844595490745549,False,False,False,True
479,6065,CWS,Transponder,False,0.4616723954677582,2,T1055; T1620,HIGH_CANDIDATE,2,2,2.52145229652524,0.8228720165789127,0.32634843725296536,False,False,False,True
480,6029,CWS,Transponder,False,0.4357345402240753,3,T1014; T1055; T1620,HIGH_CANDIDATE,2,5,2.5513792857527733,1.0475273132324219,0.4105729473786778,False,False,False,True
481,6290,CWS,Scar,False,0.2637583017349243,2,T1014; T1620,MEDIUM_CANDIDATE,0,6,2.0294405333697796,0.8415765389800072,0.414684010268886,False,False,False,True
482,6083,CWS,CWS,True,0.25236761569976807,1,T1620,MEDIUM_CANDIDATE,0,4,2.451283425092697,0.7266223728656769,0.2964252788672118,False,False,False,True
483,6175,CWS,180solutions,False,0.20884178578853607,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,3,1.6041065640747547,0.41479892656207085,0.2585856425326244,False,False,False,True
484,6195,CWS,Transponder,False,0.3163537085056305,1,T1620,MEDIUM_CANDIDATE,0,2,1.8264486342668533,0.2223939672112465,0.12176305593204742,False,False,False,True
485,6010,CWS,CWS,True,0.17824073135852814,2,T1014; T1620,MEDIUM_CANDIDATE,0,5,1.4931589514017105,0.5238262936472893,0.35081750215242974,False,False,False,True
486,6256,CWS,CWS,True,0.3020729422569275,1,T1620,MEDIUM_CANDIDATE,0,3,2.4633620232343674,0.5172797292470932,0.20998932530749603,False,False,False,True
487,5998,CWS,Conti,False,0.30440372228622437,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,5,1.8831809312105179,1.2545174732804298,0.6661693799511977,False,False,False,True
488,6066,CWS,CWS,True,0.40787971019744873,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,4,2.504385143518448,0.7259397618472576,0.2898674605725276,False,False,False,True
489,6225,CWS,Conti,False,0.14832918345928192,2,T1014; T1055,HIGH_CANDIDATE,1,1,1.5094889178872108,0.5103191956877708,0.3380741585052842,False,False,False,True
490,6272,CWS,CWS,True,0.312516987323761,1,T1620,MEDIUM_CANDIDATE,0,1,2.2406566813588142,0.05135075002908707,0.022917723387210813,False,False,False,True
491,6067,CWS,CWS,True,0.8582419753074646,2,T1055; T1620,HIGH_CANDIDATE,1,4,3.8771530985832214,1.2698538601398468,0.3275222380575772,False,False,False,True
492,6164,CWS,Ako,False,0.56309974193573,3,T1014; T1055; T1620,HIGH_CANDIDATE,2,2,3.012095481157303,1.5132097601890564,0.5023777531805377,False,False,False,True
493,6294,CWS,Transponder,False,0.3054063022136688,2,T1055; T1620,HIGH_CANDIDATE,2,3,2.1371042728424072,0.6319172456860542,0.29568854160100805,False,False,False,True
494,6212,CWS,Transponder,False,0.5199165344238281,2,T1014; T1055,HIGH_CANDIDATE,2,4,2.9039831161499023,1.078771397471428,0.37147991373367967,False,False,False,True
495,6162,CWS,Transponder,False,0.34139102697372437,1,T1014,MEDIUM_CANDIDATE,0,3,2.759180337190628,0.5689722672104836,0.20621061245667105,False,False,False,True
496,6089,CWS,Transponder,False,0.42676296830177307,3,T1014; T1055; T1620,HIGH_CANDIDATE,2,5,2.5159226432442665,1.0421375259757042,0.4142168396051615,False,False,False,True
497,6259,CWS,CWS,True,0.3079156279563904,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,1.8743791617453098,0.3468671515583992,0.18505708910859703,False,False,False,True
498,6180,CWS,Transponder,False,0.3110147714614868,1,T1620,MEDIUM_CANDIDATE,0,3,2.349823333323002,0.744915995746851,0.31700936201592156,False,False,False,True
499,6102,CWS,Shade,False,0.27625855803489685,3,T1014; T1055; T1620,HIGH_CANDIDATE,2,2,1.9016374796628952,0.2673262543976307,0.14057687506507277,False,False,False,True
500,5019,Conti,Conti,True,0.4944380223751068,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,3,2.538039594888687,0.813154473900795,0.320386835389957,False,False,False,True
501,4752,Conti,Gator,False,0.240935280919075,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,1.9257793836295605,0.4777005687355995,0.24805570814413141,False,False,False,True
502,4967,Conti,Gator,False,0.27663537859916687,1,T1620,MEDIUM_CANDIDATE,0,4,2.0641669929027557,0.9673713743686676,0.46864976413962117,False,False,False,True
503,4707,Conti,Refroso,False,0.3111591637134552,1,T1620,MEDIUM_CANDIDATE,0,3,3.332470051944256,1.6822514533996582,0.5048061729521578,False,False,False,True
504,4855,Conti,CWS,False,0.2982633709907532,2,T1014; T1620,MEDIUM_CANDIDATE,0,3,1.9552688002586365,0.24692197516560555,0.12628543713935575,False,False,False,True
505,4916,Conti,Pysa,False,0.2177242785692215,2,T1014; T1620,MEDIUM_CANDIDATE,0,5,1.422697551548481,0.516386840492487,0.36296318914054876,False,False,False,True
506,4787,Conti,Conti,True,0.34581995010375977,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,4,2.1856824718415737,0.814905371516943,0.3728379497092889,False,False,False,True
507,4814,Conti,Conti,True,0.875478208065033,2,T1055; T1620,HIGH_CANDIDATE,1,5,4.367183219641447,2.5404713079333305,0.5817185082841355,False,False,False,True
508,4975,Conti,CWS,False,0.32675912976264954,1,T1620,MEDIUM_CANDIDATE,0,1,2.5578503385186195,0.19925910234451294,0.07790100122117151,False,False,False,True
509,4828,Conti,Conti,True,0.524472177028656,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,5,2.349799808114767,0.9615032225847244,0.4091851651635523,False,False,False,True
510,4709,Conti,TIBS,False,0.17282579839229584,1,T1620,MEDIUM_CANDIDATE,0,1,2.6087921112775803,0.4884377121925354,0.1872275334171174,False,False,False,True
511,4891,Conti,Conti,True,0.4028438627719879,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,4,2.452922500669956,0.659656785428524,0.26892687610324206,False,False,False,True
512,4739,Conti,Conti,True,0.48096567392349243,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,4,2.628086857497692,1.1862101182341576,0.4513587954104364,False,False,False,True
513,4943,Conti,Emotet,False,0.13799980282783508,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,1.3463116511702538,0.2535155266523361,0.18830374559409996,False,False,False,True
514,4906,Conti,Conti,True,0.5241537690162659,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,4,2.574959024786949,0.8782014697790146,0.34105454157728843,False,False,False,True
515,4794,Conti,Conti,True,0.7702354192733765,3,T1014; T1055; T1620,HIGH_CANDIDATE,2,4,3.080328106880188,1.4616653695702553,0.4745161290790728,False,False,False,True
516,4871,Conti,Reconyc,False,0.27779683470726013,2,T1055; T1620,HIGH_CANDIDATE,2,4,2.6881373077630997,1.4371409639716148,0.534623346739499,False,False,False,True
517,4890,Conti,Conti,True,0.5154524445533752,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,5,2.7891914173960686,1.33915314078331,0.48012235102656226,False,False,False,True
518,4908,Conti,Conti,True,0.1563010811805725,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,2,1.406013660132885,0.5808206684887409,0.4130974576974213,False,False,False,True
519,4987,Conti,Shade,False,0.23572614789009094,2,T1055; T1620,HIGH_CANDIDATE,1,2,1.6767840646207333,0.3500121608376503,0.20874015218937478,False,False,False,True
520,5017,Conti,Conti,True,0.9199719429016113,2,T1055; T1620,HIGH_CANDIDATE,1,6,4.677383657544851,2.1499214246869087,0.459641881464861,False,False,False,True
521,4704,Conti,Pysa,False,0.3303545415401459,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,2.3272134214639664,0.6535430699586868,0.2808264441632372,False,False,False,True
522,4800,Conti,180solutions,False,0.6747720241546631,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,2.951989859342575,0.439855620265007,0.14900309324333702,False,False,False,True
523,4790,Conti,Conti,True,0.2670363783836365,1,T1620,MEDIUM_CANDIDATE,0,1,2.4683460034430027,0.32559967041015625,0.13191006040319694,False,False,False,True
524,4990,Conti,Zeus,False,0.2419184148311615,1,T1620,MEDIUM_CANDIDATE,0,4,1.8152261935174465,0.45471546053886414,0.25050071564786164,False,False,False,True
525,4748,Conti,Conti,True,0.18680745363235474,2,T1055; T1620,HIGH_CANDIDATE,1,2,1.648407969623804,0.541716743260622,0.32863026219428637,False,False,False,True
526,4806,Conti,Shade,False,0.35377615690231323,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,2,2.1122540086507797,0.22610939666628838,0.10704649901965042,False,False,False,True
527,4945,Conti,CWS,False,0.18068638443946838,1,T1620,MEDIUM_CANDIDATE,0,3,1.4411017782986164,0.25466956198215485,0.17671865083868057,False,False,False,True
528,4778,Conti,Conti,True,0.8721916675567627,2,T1055; T1620,HIGH_CANDIDATE,1,5,4.169187668710947,1.908266570419073,0.457707045605141,False,False,False,True
529,4996,Conti,Scar,False,0.2531673312187195,1,T1620,MEDIUM_CANDIDATE,0,3,2.172243408858776,0.3960498049855232,0.1823229401320152,False,False,False,True
530,4804,Conti,Shade,False,0.6959616541862488,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,4,3.375601377338171,0.7500193230807781,0.22218835675206577,False,False,False,True
531,4903,Conti,Conti,True,0.9513260126113892,2,T1055; T1620,HIGH_CANDIDATE,1,4,5.287788473069668,2.6235848665237427,0.4961591939400516,False,False,False,True
532,4888,Conti,Conti,True,0.6997250914573669,3,T1014; T1055; T1620,HIGH_CANDIDATE,2,4,3.624857820570469,1.0707718506455421,0.2953969241411591,False,False,False,True
533,4829,Conti,Conti,True,0.21961194276809692,3,T1014; T1055; T1620,HIGH_CANDIDATE,2,3,1.420841258019209,0.7088986858725548,0.49892884364916923,False,False,False,True
534,4693,Conti,Transponder,False,0.25888314843177795,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,2.360775366425514,0.4803683012723923,0.20347903832956593,False,False,False,True
535,4802,Conti,Transponder,False,0.15534915030002594,0,,CONTEXT_ONLY,0,0,1.0679468549787998,0.0,0.0,False,False,False,True
536,4731,Conti,TIBS,False,0.1994972825050354,1,T1620,MEDIUM_CANDIDATE,0,3,1.8460520654916763,0.5642267540097237,0.3056396753682285,False,False,False,True
537,4949,Conti,Shade,False,0.3570677936077118,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,4,2.176870159804821,0.4515007734298706,0.2074082238650156,False,False,False,True
538,4971,Conti,Scar,False,0.2697101831436157,2,T1014; T1620,MEDIUM_CANDIDATE,0,7,1.6814215406775475,0.6327862814068794,0.37634005875284027,False,False,False,True
539,4782,Conti,Emotet,False,0.13130412995815277,1,T1620,MEDIUM_CANDIDATE,0,1,1.3769725300371647,0.05988449975848198,0.04348997416590852,False,False,False,True
540,4961,Conti,Conti,True,0.291448175907135,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,4,2.0532918982207775,1.1006992012262344,0.5360656232949707,False,False,False,True
541,4852,Conti,Shade,False,0.43003326654434204,2,T1055; T1620,HIGH_CANDIDATE,2,1,2.625820256769657,0.1560867317020893,0.05944303738981384,False,False,False,True
542,4994,Conti,Ako,False,0.3037111759185791,2,T1014; T1620,MEDIUM_CANDIDATE,0,3,2.8010200932621956,0.6957563906908035,0.2483939306127911,False,False,False,True
543,4907,Conti,Conti,True,0.8617668151855469,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,4,3.8362180590629578,1.3270562067627907,0.34592825181760917,False,False,False,True
544,4809,Conti,Scar,False,0.7141364216804504,2,T1055; T1620,HIGH_CANDIDATE,1,3,3.667415775358677,0.7557345181703568,0.20606731400571707,False,False,False,True
545,4788,Conti,Conti,True,0.5396884679794312,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,6,2.654084388166666,1.306610219180584,0.4923016860376235,False,False,False,True
546,4856,Conti,Reconyc,False,0.18605028092861176,2,T1055; T1620,HIGH_CANDIDATE,2,4,1.8623196743428707,0.9574782624840736,0.5141320664090202,False,False,False,True
547,4947,Conti,Shade,False,0.4592950642108917,2,T1014; T1055,HIGH_CANDIDATE,1,1,2.4749112129211426,0.21496537327766418,0.08685781217336687,False,False,False,True
548,4957,Conti,Maze,False,0.24098068475723267,2,T1014; T1620,MEDIUM_CANDIDATE,0,6,2.1506579592823982,1.572054497897625,0.7309644432823554,False,False,False,True
549,4711,Conti,Conti,True,0.36948081851005554,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,3,2.273124285042286,0.8280618339776993,0.3642835719219353,False,False,False,True
550,5015,Conti,Conti,True,0.8189358711242676,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,6,3.932088363915682,2.2683245725929737,0.5768752791542339,False,False,False,True
551,4897,Conti,Maze,False,0.21887263655662537,1,T1620,MEDIUM_CANDIDATE,0,2,1.714505173265934,0.48451489210128784,0.2825975095650152,False,False,False,True
552,4770,Conti,Pysa,False,0.1969567984342575,2,T1014; T1620,MEDIUM_CANDIDATE,0,5,2.069288533180952,0.666221234947443,0.32195666494286046,False,False,False,True
553,4900,Conti,Maze,False,0.24943336844444275,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,1.8521678633987904,0.8166452348232269,0.44091318662912954,False,False,False,True
554,4877,Conti,Zeus,False,0.3270881175994873,2,T1014; T1620,MEDIUM_CANDIDATE,0,3,2.8941464461386204,0.3590768203139305,0.1240700244429621,False,False,False,True
555,4718,Conti,Conti,True,0.3745419681072235,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,6,2.215040247887373,1.4302161894738674,0.645684064132901,False,False,False,True
556,4992,Conti,Transponder,False,0.1360577642917633,1,T1620,MEDIUM_CANDIDATE,0,3,1.6783089712262154,0.5389951169490814,0.32115368873663225,False,False,False,True
557,4832,Conti,Zeus,False,0.30167511105537415,1,T1620,MEDIUM_CANDIDATE,0,3,2.479598820209503,0.30608396232128143,0.12344092109844615,False,False,False,True
558,4831,Conti,Conti,True,0.4320506751537323,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,4,2.0985376350581646,0.8131597824394703,0.38748877735372717,False,False,False,True
559,5016,Conti,Conti,True,0.9128237962722778,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,6,4.741088390350342,2.4600879997015,0.5188867612568835,False,False,False,True
560,4813,Conti,Conti,True,0.9229620099067688,2,T1055; T1620,HIGH_CANDIDATE,1,5,4.889702569693327,2.6631201319396496,0.5446384711507464,False,False,False,True
561,4935,Conti,Ako,False,0.18612705171108246,2,T1014; T1620,MEDIUM_CANDIDATE,0,3,1.4504776000976562,0.2342560924589634,0.16150273016501024,False,False,False,True
562,4982,Conti,Pysa,False,0.17873981595039368,1,T1620,MEDIUM_CANDIDATE,0,5,1.6066360622644424,0.5341710671782494,0.33247795174308,False,False,False,True
563,4830,Conti,Emotet,False,0.1649685502052307,2,T1014; T1620,MEDIUM_CANDIDATE,0,3,1.8316923044621944,0.19745946303009987,0.10780165563237228,False,False,False,True
564,4815,Conti,Ako,False,0.2267749309539795,1,T1620,MEDIUM_CANDIDATE,0,3,1.833454754203558,0.2504066340625286,0.13657639136631097,False,False,False,True
565,4842,Conti,Shade,False,0.2957538664340973,1,T1055,HIGH_CANDIDATE,2,0,2.0880028568208218,0.09736714884638786,0.04663171246548886,False,False,False,True
566,4749,Conti,Conti,True,0.1668330430984497,2,T1055; T1620,HIGH_CANDIDATE,1,2,1.4016796611249447,0.44758784025907516,0.319322490489628,False,False,False,True
567,4764,Conti,Gator,False,0.29301273822784424,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,2.052444666624069,0.4752941355109215,0.23157464034959901,False,False,False,True
568,4811,Conti,Scar,False,0.18929928541183472,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,1.39841603115201,0.24274367094039917,0.17358473124798765,False,False,False,True
569,4700,Conti,Zeus,False,0.40060415863990784,2,T1014; T1620,MEDIUM_CANDIDATE,0,3,2.7129046842455864,0.16614354401826859,0.06124193930700899,False,False,False,True
570,4703,Conti,Pysa,False,0.2172892987728119,2,T1014; T1620,MEDIUM_CANDIDATE,0,4,1.4379348084330559,0.4922802560031414,0.3423522771102456,False,False,False,True
571,4805,Conti,Shade,False,0.25803202390670776,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,3,1.835246630012989,0.33825547993183136,0.18431063945309484,False,False,False,True
572,4860,Conti,Refroso,False,0.3312983214855194,1,T1620,MEDIUM_CANDIDATE,0,3,2.8161638230085373,0.5398197919130325,0.19168621779124248,False,False,False,True
573,5000,Conti,Conti,True,0.6570669412612915,3,T1014; T1055; T1620,HIGH_CANDIDATE,1,6,3.002356491982937,1.1277897767722607,0.3756348654078052,False,False,False,True
